"","SettlementPoint","month(Date)","year(Date)","AveragePrice"
"393","LZ_HOUSTON",3,2016,17.2067294751009
"394","LZ_HOUSTON",3,2017,28.7420053835801
"395","LZ_HOUSTON",3,2018,23.9334589502019
"396","LZ_HOUSTON",3,2019,28.0803230148048
"397","LZ_HOUSTON",4,2016,19.1289305555556
"398","LZ_HOUSTON",4,2017,32.9670694444444
"399","LZ_HOUSTON",4,2018,24.7283472222222
"400","LZ_HOUSTON",4,2019,24.2645833333333
"401","LZ_HOUSTON",5,2016,19.9039919354839
"402","LZ_HOUSTON",5,2017,32.3626478494624
"403","LZ_HOUSTON",5,2018,35.5330376344086
"404","LZ_HOUSTON",5,2019,25.1536155913978
"405","LZ_HOUSTON",6,2016,29.9150833333333
"406","LZ_HOUSTON",6,2017,33.6689166666667
"407","LZ_HOUSTON",6,2018,31.8023472222222
"408","LZ_HOUSTON",6,2019,27.2267361111111
"409","LZ_HOUSTON",7,2016,29.9118682795699
"410","LZ_HOUSTON",7,2017,34.7258333333333
"411","LZ_HOUSTON",7,2018,79.5665322580645
"412","LZ_HOUSTON",7,2019,30.013064516129
"413","LZ_HOUSTON",8,2016,33.5635483870968
"414","LZ_HOUSTON",8,2017,30.0314784946237
"415","LZ_HOUSTON",8,2018,32.159623655914
"416","LZ_HOUSTON",8,2019,126.693387096774
"417","LZ_HOUSTON",9,2016,29.0326805555556
"418","LZ_HOUSTON",9,2017,27.4100277777778
"419","LZ_HOUSTON",9,2018,27.7224166666667
"420","LZ_HOUSTON",9,2019,80.7792916666667
"421","LZ_HOUSTON",10,2016,28.5458198924731
"422","LZ_HOUSTON",10,2017,31.3393817204301
"423","LZ_HOUSTON",10,2018,31.7811155913978
"424","LZ_HOUSTON",10,2019,30.6423790322581
"425","LZ_HOUSTON",11,2016,20.4376805555556
"426","LZ_HOUSTON",11,2017,26.339625
"427","LZ_HOUSTON",11,2018,31.7303333333333
"428","LZ_HOUSTON",11,2019,24.1816111111111
"429","LZ_HOUSTON",12,2016,25.7368413978495
"430","LZ_HOUSTON",12,2017,21.9797849462366
"431","LZ_HOUSTON",12,2018,30.4620698924731
"432","LZ_HOUSTON",12,2019,18.9198521505376
"433","LZ_LCRA",1,2016,19.3174596774194
"434","LZ_LCRA",1,2017,23.4362768817204
"435","LZ_LCRA",1,2018,38.9925672043011
"436","LZ_LCRA",1,2019,24.9363037634409
"437","LZ_LCRA",2,2016,15.4885488505747
"438","LZ_LCRA",2,2017,20.660818452381
"439","LZ_LCRA",2,2018,21.7622470238095
"440","LZ_LCRA",2,2019,21.6669791666667
"441","LZ_LCRA",3,2016,16.7962987886945
"442","LZ_LCRA",3,2017,23.437133243607
"443","LZ_LCRA",3,2018,22.0513055181696
"444","LZ_LCRA",3,2019,27.6493135935397
"445","LZ_LCRA",4,2016,18.3927083333333
"446","LZ_LCRA",4,2017,24.4774166666667
"447","LZ_LCRA",4,2018,22.6440277777778
"448","LZ_LCRA",4,2019,23.3147638888889
"449","LZ_LCRA",5,2016,18.1827822580645
"450","LZ_LCRA",5,2017,25.6379569892473
"451","LZ_LCRA",5,2018,34.7354032258065
"452","LZ_LCRA",5,2019,24.5086827956989
"453","LZ_LCRA",6,2016,24.1644166666667
"454","LZ_LCRA",6,2017,28.6390833333333
"455","LZ_LCRA",6,2018,30.3655555555556
"456","LZ_LCRA",6,2019,24.5195416666667
"457","LZ_LCRA",7,2016,27.5922177419355
"458","LZ_LCRA",7,2017,31.9057123655914
"459","LZ_LCRA",7,2018,79.0699462365591
"460","LZ_LCRA",7,2019,29.7479166666667
"461","LZ_LCRA",8,2016,31.1755779569892
"462","LZ_LCRA",8,2017,27.6780107526882
"463","LZ_LCRA",8,2018,31.8079704301075
"464","LZ_LCRA",8,2019,126.670766129032
"465","LZ_LCRA",9,2016,27.0399444444444
"466","LZ_LCRA",9,2017,24.8134305555556
"467","LZ_LCRA",9,2018,27.1872638888889
"468","LZ_LCRA",9,2019,82.4672361111111
"469","LZ_LCRA",10,2016,26.0684408602151
"470","LZ_LCRA",10,2017,24.4842607526882
"471","LZ_LCRA",10,2018,30.0698790322581
"472","LZ_LCRA",10,2019,29.0158064516129
"473","LZ_LCRA",11,2016,19.5416805555556
"474","LZ_LCRA",11,2017,23.047125
"475","LZ_LCRA",11,2018,30.5158055555556
"476","LZ_LCRA",11,2019,24.4852222222222
"477","LZ_LCRA",12,2016,25.487876344086
"478","LZ_LCRA",12,2017,21.1176612903226
"479","LZ_LCRA",12,2018,30.5826612903226
"480","LZ_LCRA",12,2019,19.4568817204301
"481","LZ_NORTH",1,2016,19.187997311828
"482","LZ_NORTH",1,2017,23.6030241935484
"483","LZ_NORTH",1,2018,37.7285215053763
"484","LZ_NORTH",1,2019,24.3678360215054
"485","LZ_NORTH",2,2016,15.4622126436782
"486","LZ_NORTH",2,2017,19.5500148809524
"487","LZ_NORTH",2,2018,21.8404613095238
"488","LZ_NORTH",2,2019,20.8511458333333
"489","LZ_NORTH",3,2016,17.4615074024226
"490","LZ_NORTH",3,2017,21.8394078061911
"491","LZ_NORTH",3,2018,22.6405518169583
"492","LZ_NORTH",3,2019,28.5940376850606
"493","LZ_NORTH",4,2016,19.0876388888889
"494","LZ_NORTH",4,2017,21.9758055555556
"495","LZ_NORTH",4,2018,24.3668888888889
"496","LZ_NORTH",4,2019,23.7184305555556
"497","LZ_NORTH",5,2016,18.1828897849462
"498","LZ_NORTH",5,2017,24.5575134408602
"499","LZ_NORTH",5,2018,37.4518817204301
"500","LZ_NORTH",5,2019,24.0114516129032
"501","LZ_NORTH",6,2016,23.5626805555556
"502","LZ_NORTH",6,2017,26.8937361111111
"503","LZ_NORTH",6,2018,31.3016111111111
"504","LZ_NORTH",6,2019,25.2079166666667
"505","LZ_NORTH",7,2016,27.4157795698925
"506","LZ_NORTH",7,2017,31.1868413978495
"507","LZ_NORTH",7,2018,79.8461827956989
"508","LZ_NORTH",7,2019,29.8349462365591
"509","LZ_NORTH",8,2016,30.1485752688172
"510","LZ_NORTH",8,2017,27.0603629032258
"511","LZ_NORTH",8,2018,31.9715860215054
"512","LZ_NORTH",8,2019,126.600913978495
"513","LZ_NORTH",9,2016,26.6058611111111
"514","LZ_NORTH",9,2017,23.9684027777778
"515","LZ_NORTH",9,2018,27.8858472222222
"516","LZ_NORTH",9,2019,80.7741527777778
"517","LZ_NORTH",10,2016,24.5326612903226
"518","LZ_NORTH",10,2017,21.9384274193548
"519","LZ_NORTH",10,2018,31.6454166666667
"520","LZ_NORTH",10,2019,28.7329435483871
"521","LZ_NORTH",11,2016,18.8305138888889
"522","LZ_NORTH",11,2017,22.2631666666667
"523","LZ_NORTH",11,2018,31.974125
"524","LZ_NORTH",11,2019,24.1536111111111
"525","LZ_NORTH",12,2016,25.28625
"526","LZ_NORTH",12,2017,21.4081317204301
"527","LZ_NORTH",12,2018,31.1319489247312
"528","LZ_NORTH",12,2019,19.0068010752688
"529","LZ_RAYBN",1,2016,19.4479435483871
"530","LZ_RAYBN",1,2017,23.3901075268817
"531","LZ_RAYBN",1,2018,39.3701478494624
"532","LZ_RAYBN",1,2019,24.4114919354839
"533","LZ_RAYBN",2,2016,15.4004310344828
"534","LZ_RAYBN",2,2017,20.3691517857143
"535","LZ_RAYBN",2,2018,22.4031696428571
"536","LZ_RAYBN",2,2019,21.0662797619048
"537","LZ_RAYBN",3,2016,17.1172409152086
"538","LZ_RAYBN",3,2017,21.9071601615074
"539","LZ_RAYBN",3,2018,23.8057065948856
"540","LZ_RAYBN",3,2019,29.809798115747
